state,overall_score,hospitalizations_score,deaths_score,vax_score,covid_testing_score,state_!!hospitalizations,per_100k_!!hospitalizations,std_dev_!!hospitalizations,zscore_!!hospitalizations,percentile_!!hospitalizations,score_!!hospitalizations,state_!!deaths,tot_death_!!deaths,state_y_!!deaths,population_!!deaths,pop_over_85_pct_!!deaths,pop_75_84_pct_!!deaths,pop_65_74_pct_!!deaths,pop_50_64_pct_!!deaths,pop_40_49_pct_!!deaths,pop_30_39pct_!!deaths,pop_under_30_pct_!!deaths,Estimate!!Percent!!Total population!!AGE!!Under 5 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!5 to 9 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!10 to 14 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!15 to 19 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!20 to 24 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!25 to 29 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!30 to 34 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!35 to 39 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!40 to 44 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!45 to 49 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!50 to 54 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!55 to 59 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!60 to 64 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!65 to 69 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!70 to 74 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!75 to 79 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!80 to 84 years_!!deaths,Estimate!!Percent!!Total population!!AGE!!85 years and over_!!deaths,state_abbrv_!!deaths,deaths_per_capita_!!deaths,per_100k_!!deaths,std_dev_!!deaths,zscore_!!deaths,percentile_!!deaths,score_!!deaths,Date_!!vax,Administered_!!vax,population_!!vax,Admin_per_100k_!!vax,state_!!vax,std_dev_!!vax,zscore_!!vax,percentile_!!vax,score_!!vax,testing_per_100k_!!covid_testing,test_per_hosp_!!covid_testing,state_!!covid_testing,zscore_!!covid_testing,percentile_!!covid_testing,score_!!covid_testing
NM,48.743856049647974,11.226877125869837,8.448980320602187,19.72251939042054,9.34547921275541,NM,1103.83740995371,419.9936053556361,0.12799848740722228,0.4490750850347935,11.226877125869837,NM,5310,New Mexico,2117522,1.9,5.4,10.7,18.6,11.3,13.3,38.8,5.6,6.2,7.0,6.6,6.6,6.8,6.5,6.8,5.7,5.6,5.6,6.3,6.7,6.0,4.7,3.4,2.0,1.9,NM,0.0025076480905511255,250.76480905511255,68.70787109200695,0.4180392426890576,0.3379592128240875,8.448980320602187,2021-11-24,3091322,2117522,145987.71583010707,NM,17720.328916701328,0.8026130057446446,0.7889007756168216,19.72251939042054,196545.0654113629,178.05617352614019,NM,-0.3217549611611836,0.37381916851021646,9.34547921275541
PA,46.671155759466245,13.938056359691425,7.803737667313524,16.292545595675012,8.636816136786276,PA,989.3099125566229,419.9936053556361,-0.14469018198361097,0.557522254387657,13.938056359691425,PA,33247,Pennsylvania,13002700,2.5,5.5,10.6,20.6,11.7,12.8,36.2,5.4,5.6,6.0,6.3,6.2,6.7,6.6,6.2,5.7,6.0,6.5,7.0,7.1,5.9,4.7,3.3,2.2,2.5,PA,0.0025569304836687767,255.69304836687766,68.70787109200695,0.4897666770199175,0.312149506692541,7.803737667313524,2021-11-24,18031448,13002700,138674.64449691217,PA,17720.328916701328,0.3899191236179775,0.6517018238270005,16.292545595675012,159016.45812023658,160.7347264006468,PA,-0.3975725596020755,0.345472645471451,8.636816136786276
IA,45.09856303391098,14.287429873854826,11.274471522724282,11.212804756172003,8.323856881159863,IA,974.4013936945852,419.9936053556361,-0.18018719591889137,0.571497194954193,14.287429873854826,IA,7354,Iowa,3190369,2.4,5.2,9.9,19.1,11.5,12.7,39.2,6.0,6.5,6.5,6.8,6.9,6.5,6.2,6.5,5.9,5.6,5.8,6.7,6.6,5.6,4.3,3.0,2.2,2.4,IA,0.002305062517846682,230.5062517846682,68.70787109200695,0.12318863898870357,0.45097886090897127,11.274471522724282,2021-11-24,4130627,3190369,129471.76329759974,IA,17720.328916701328,-0.12942119125838764,0.44851219024688016,11.212804756172003,149007.30918586534,152.921896612732,IA,-0.4317700482562048,0.33295427524639454,8.323856881159863
ID,39.75413385450893,16.308430469676228,14.01424399673335,1.0533293407229052,8.378130047376443,ID,885.5933263226807,419.9936053556361,-0.3916381947899453,0.6523372187870491,16.308430469676228,ID,3891,Idaho,1839106,1.6,4.8,9.7,17.9,11.8,12.9,41.1,6.5,7.0,7.2,7.0,6.7,6.7,6.4,6.5,6.1,5.7,5.6,5.9,6.4,5.3,4.4,2.9,1.9,1.6,ID,0.0021157018681903055,211.57018681903057,68.70787109200695,-0.1524139181081431,0.560569759869334,14.01424399673335,2021-11-24,1860658,1839106,101171.87372560364,ID,17720.328916701328,-1.7264507782952052,0.04213317362891621,1.0533293407229052,136633.61437568036,154.2848283907411,ID,-0.4258043680506902,0.33512520189505773,8.378130047376443
MI,39.47608152441822,12.841367612379194,8.483853898220527,8.563642624199733,9.587217389618766,MI,1035.700821973596,419.9936053556361,-0.03423395401868531,0.5136547044951678,12.841367612379194,MI,25244,Michigan,10077331,2.1,5.1,10.4,20.4,11.7,12.3,37.9,5.7,5.8,6.2,6.5,6.8,6.9,6.1,6.2,5.6,6.1,6.4,7.0,7.0,5.9,4.5,3.1,2.0,2.1,MI,0.0025050283651494626,250.50283651494627,68.70787109200695,0.41422639656236754,0.3393541559288211,8.483853898220527,2021-11-24,12554249,10077331,124579.10730529741,MI,17720.328916701328,-0.4055253208883419,0.3425457049679893,8.563642624199733,190428.72562189333,183.86460798497666,MI,-0.2963308988308395,0.3834886955847506,9.587217389618766
KS,37.71683316825449,10.264742109176776,11.761186611103138,8.297997101604818,7.392907346369759,KS,1145.0093264530885,419.9936053556361,0.2260283525631824,0.41058968436707105,10.264742109176776,KS,6673,Kansas,2937880,2.2,4.8,9.4,18.4,11.2,13.1,40.8,6.3,6.8,7.0,6.8,7.3,6.6,6.4,6.7,5.7,5.5,5.7,6.2,6.5,5.3,4.1,2.9,1.9,2.2,KS,0.002271365746728934,227.13657467289337,68.70787109200695,0.0741451006252099,0.47044746444412555,11.761186611103138,2021-11-24,3644839,2937880,124063.57645649243,KS,17720.328916701328,-0.4346179438993681,0.3319198840641927,8.297997101604818,147632.23821258868,128.93540236035557,KS,-0.5367611830069993,0.29571629385479037,7.392907346369759
OH,35.758685384660936,9.78673738794191,12.15161989551277,6.460860275813387,7.359467825392868,OH,1165.7833485091844,419.9936053556361,0.27549106292636794,0.3914694955176764,9.78673738794191,OH,26483,Ohio,11799448,2.1,5.3,10.2,20.1,11.9,12.6,38.0,5.9,5.9,6.4,6.6,6.4,6.8,6.4,6.2,5.8,6.1,6.3,6.8,7.0,5.7,4.5,3.2,2.1,2.1,OH,0.002244427027433826,224.44270274338257,68.70787109200695,0.03493748311798963,0.48606479582051076,12.15161989551277,2021-11-24,14192281,11799448,120279.19441655237,OH,17720.328916701328,-0.6481795576667793,0.25843441103253545,6.460860275813387,149278.32217235924,128.04979790049143,OH,-0.5406375567781389,0.2943787130157147,7.359467825392868
ND,35.72887499598338,10.606812682679681,9.793692586165982,3.8643159094450277,11.46405381769269,ND,1130.2872310658277,419.9936053556361,0.19097521080214364,0.42427250730718724,10.606812682679681,ND,1877,North Dakota,779094,2.4,4.6,8.8,17.5,10.4,14.1,42.2,6.6,6.4,6.6,6.2,8.0,8.4,7.0,7.1,5.5,4.9,5.2,6.2,6.1,5.3,3.5,2.8,1.8,2.4,ND,0.002409208644913194,240.92086449131938,68.70787109200695,0.2747667994108907,0.39174770344663923,9.793692586165982,2021-11-24,886167,779094,113743.27103019661,ND,17720.328916701328,-1.0170171462397364,0.1545726363778011,3.8643159094450277,257470.3437582628,227.79196002725416,ND,-0.10405675951765431,0.4585621527077076,11.46405381769269
FL,32.9330998766303,3.0518986373638146,4.599460778446359,17.771988690991435,7.50975176982869,FL,1539.2335483019067,419.9936053556361,1.1646717433714846,0.12207594549455258,3.0518986373638146,FL,61147,Florida,21538187,2.6,6.8,11.5,19.8,12.2,12.6,34.5,5.3,5.2,5.9,5.7,5.9,6.5,6.4,6.2,5.9,6.3,6.3,6.9,6.6,6.1,5.4,4.1,2.7,2.6,FL,0.002839004044305122,283.90040443051225,68.70787109200695,0.900307065119878,0.18397843113785434,4.599460778446359,2021-11-24,30501707,21538187,141616.87332364605,FL,17720.328916701328,0.5559560431675267,0.7108795476396574,17.771988690991435,203202.80903866235,132.01557961287753,FL,-0.5232789583195036,0.3003900707931476,7.50975176982869
SC,32.10133085655704,11.369696462368006,5.34485398541168,6.130355856188506,9.256424552588847,SC,1097.7791019698443,419.9936053556361,0.11357372496652815,0.45478785849472025,11.369696462368006,SC,14155,South Carolina,5118425,1.7,5.4,11.1,19.7,12.0,12.7,37.4,5.6,5.8,6.5,6.6,6.2,6.7,6.4,6.3,5.9,6.1,6.2,6.9,6.6,5.9,5.2,3.4,2.0,1.7,SC,0.0027654991525713477,276.5499152571348,68.70787109200695,0.7933253022366357,0.21379415941646718,5.34485398541168,2021-11-24,6118807,5118425,119544.72323029056,SC,17720.328916701328,-0.6896275008575842,0.24521423424754024,6.130355856188506,193104.34362132882,175.9045542721885,SC,-0.33117280041052133,0.37025698210355384,9.256424552588847
MO,31.865856752649776,9.925169434913501,8.666917555843607,5.92639227150292,7.347377490389747,MO,1159.740194540524,419.9936053556361,0.26110238202361175,0.39700677739654006,9.925169434913501,MO,15334,Missouri,6154913,2.0,5.3,9.9,19.6,11.7,13.2,38.4,6.0,6.2,6.4,6.5,6.4,6.9,6.6,6.6,5.8,5.9,6.0,6.8,6.8,5.5,4.4,3.2,2.1,2.0,MO,0.002491343094532774,249.1343094532774,68.70787109200695,0.3943083429257433,0.3466767022337443,8.666917555843607,2021-11-24,7329322,6154913,119080.83834816187,MO,17720.328916701328,-0.7158056200284697,0.2370556908601168,5.92639227150292,148132.62185834307,127.72914360964401,MO,-0.5420410906795319,0.2938950996155899,7.347377490389747
NV,31.13889653853011,7.225459852219235,7.664450841263146,9.263130626810007,6.98585521823772,NV,1283.702257349867,419.9936053556361,0.5562546444119313,0.2890183940887694,7.225459852219235,NV,7972,Nevada,3104614,1.4,4.8,9.9,18.7,12.8,14.3,37.9,6.0,6.0,6.7,6.0,5.9,7.3,7.3,7.0,6.3,6.5,6.3,6.4,6.0,5.4,4.5,3.1,1.7,1.4,NV,0.0025677910361803433,256.77910361803436,68.70787109200695,0.505573530498209,0.3065780336505258,7.664450841263146,2021-11-24,3908996,3104614,125909.24346794802,NV,17720.328916701328,-0.3304625966633438,0.37052522507240027,9.263130626810007,151507.17609338876,118.02361118080997,NV,-0.5845231162870449,0.2794342087295088,6.98585521823772
SD,30.75185364239629,7.646619689128966,7.0532536121478735,10.4094947331753,5.642485607944153,SD,1263.2702017781196,419.9936053556361,0.5076061523606147,0.3058647875651586,7.646619689128966,SD,2320,South Dakota,886667,2.2,4.9,10.3,18.7,10.9,13.0,40.1,6.7,6.7,7.1,6.6,6.5,6.5,6.4,6.6,5.4,5.5,5.5,6.6,6.6,5.9,4.4,2.8,2.1,2.2,SD,0.0026165403697216657,261.6540369721665,68.70787109200695,0.5765251300260728,0.28213014448591495,7.0532536121478735,2021-11-24,1135140,886667,128023.26014163153,SD,17720.328916701328,-0.2111636443910156,0.41637978932701203,10.4094947331753,100447.18028301492,79.51361485581644,SD,-0.7530849815962875,0.22569942431776613,5.642485607944153
TN,30.638701160790887,9.61133167572316,9.158147152482412,5.034365451409514,6.834856881175802,TN,1173.4752938861268,419.9936053556361,0.293805497429315,0.38445326702892646,9.61133167572316,TN,16967,Tennessee,6910840,1.7,5.0,9.9,19.4,12.7,12.9,38.4,6.0,5.9,6.5,6.4,6.5,7.1,6.6,6.3,6.2,6.5,6.3,6.7,6.4,5.3,4.6,3.1,1.9,1.7,TN,0.002455128464846531,245.5128464846531,68.70787109200695,0.3416002192265706,0.36632588609929645,9.158147152482412,2021-11-24,8081410,6910840,116938.17249422646,TN,17720.328916701328,-0.8367213131856073,0.20137461805638057,5.034365451409514,133657.0084099762,113.89844260576838,TN,-0.6025793659905223,0.2733942752470321,6.834856881175802
TX,30.5777419266892,5.94728769438071,8.773348502985879,9.567392563760164,6.289713165562446,TX,1349.5768901585338,419.9936053556361,0.7131013962877994,0.23789150777522838,5.94728769438071,TX,72381,Texas,29145505,1.4,3.7,7.8,17.2,13.0,14.3,42.6,6.8,6.9,7.5,7.2,6.8,7.4,7.2,7.1,6.6,6.4,5.9,5.8,5.5,4.4,3.4,2.3,1.4,1.4,TX,0.0024834361250559906,248.34361250559905,68.70787109200695,0.38280024443409405,0.35093394011943513,8.773348502985879,2021-11-24,36862434,29145505,126477.25266726379,TX,17720.328916701328,-0.29840849642706524,0.3826957025504066,9.567392563760164,133081.48546405355,98.60978387709392,TX,-0.66949925898748,0.25158852662249787,6.289713165562446
AZ,29.86865649129964,7.292165050897426,2.4995028160322605,12.775920171417383,7.30106845295257,AZ,1280.4303207913526,419.9936053556361,0.5484642006604273,0.291686602035897,7.292165050897426,AZ,22177,Arizona,7151502,1.8,5.8,10.3,17.9,12.1,12.9,39.2,5.9,6.1,6.7,6.6,6.7,7.2,6.6,6.3,6.1,6.0,5.8,6.1,6.0,5.5,4.8,3.5,2.3,1.8,AZ,0.0031010268891765672,310.10268891765674,68.70787109200695,1.2816648931343264,0.09998011264129042,2.4995028160322605,2021-11-24,9458251,7151502,132255.44787654397,AZ,17720.328916701328,0.02766870205169762,0.5110368068566953,12.775920171417383,161972.75761091866,126.49868952713771,AZ,-0.5474269035883227,0.2920427381181028,7.30106845295257
IN,28.791262088188244,9.311941868064366,7.735792043981263,3.8556408327191205,7.887887343423494,IN,1186.702051778432,419.9936053556361,0.32529825761337827,0.37247767472257465,9.311941868064366,IN,17386,Indiana,6785528,1.9,4.8,9.5,19.1,12.3,12.5,39.9,6.2,6.1,7.0,6.9,6.9,6.8,6.4,6.1,6.1,6.2,6.1,6.6,6.4,5.3,4.2,2.9,1.9,1.9,IN,0.0025622177080398163,256.2217708039816,68.70787109200695,0.49746190070682117,0.3094316817592505,7.735792043981263,2021-11-24,7716326,6785528,113717.39973661593,IN,17720.328916701328,-1.0184771244208581,0.15422563330876482,3.8556408327191205,168321.9050897734,141.8400725249615,IN,-0.48027623152091603,0.31551549373693977,7.887887343423494
WY,25.920277585145584,4.889287534430722,10.843165460427548,2.2815086058178475,7.906315984469464,WY,1410.2428530071024,419.9936053556361,0.8575463641991532,0.1955715013772289,4.889287534430722,WY,1347,Wyoming,576851,1.7,5.0,10.4,18.8,11.8,13.1,39.2,5.7,7.0,6.7,6.7,6.5,6.6,6.7,6.4,6.3,5.5,5.5,6.5,6.8,5.9,4.5,3.1,1.9,1.7,WY,0.0023350917307935672,233.50917307935674,68.70787109200695,0.16689427630451162,0.4337266184171019,10.843165460427548,2021-11-24,623826,576851,108143.35070928195,WY,17720.328916701328,-1.3330338718455894,0.0912603442327139,2.2815086058178475,200696.71370943278,142.3135832821143,WY,-0.4782036305319134,0.31625263937877857,7.906315984469464
WV,25.704246431496294,9.268107740831423,6.231091079495739,0.42558148219935976,9.779466128969775,WV,1188.6497082035282,419.9936053556361,0.32993560542120276,0.3707243096332569,9.268107740831423,WV,4817,West Virginia,1793716,2.3,6.0,12.1,20.7,12.6,11.5,34.8,5.1,5.5,5.9,6.1,5.9,6.3,5.5,6.0,6.3,6.3,6.4,6.8,7.5,6.6,5.5,3.7,2.3,2.3,WV,0.0026854864426698543,268.54864426698543,68.70787109200695,0.676871817898068,0.24924364317982955,6.231091079495739,2021-11-24,1689798,1793716,94206.55220781885,WV,17720.328916701328,-2.119520317270862,0.01702325928797439,0.42558148219935976,224004.24593413895,188.4526992167347,WV,-0.2762483932469016,0.39117864515879097,9.779466128969775
MT,23.120380111395033,0.9487199051808978,9.551211817231026,6.709960765170702,5.910487623812409,MT,1795.5682630450322,419.9936053556361,1.775001785244551,0.03794879620723591,0.9487199051808978,MT,2631,Montana,1084225,2.0,5.6,11.8,19.7,11.4,12.4,37.0,5.5,5.8,6.3,6.6,6.4,6.4,6.0,6.4,6.0,5.4,5.5,6.8,7.4,6.6,5.2,3.7,1.9,2.0,MT,0.0024266180912633447,242.66180912633448,68.70787109200695,0.30010515740896915,0.382048472689241,9.551211817231026,2021-11-24,1309960,1084225,120819.9405105029,MT,17720.328916701328,-0.6176639788368133,0.26839843060682805,6.709960765170702,157219.02741589615,87.55948222724471,MT,-0.7178674655852949,0.23641950495249636,5.910487623812409
KY,20.593596159671,0.004413287662405085,9.804549115238242,5.746767619796025,5.037866136974331,KY,2550.6698423999455,419.9936053556361,3.5728900619375246,0.0001765315064962034,0.004413287662405085,KY,10852,Kentucky,4505836,1.7,5.0,10.2,19.7,12.5,12.3,38.5,6.1,5.9,6.5,6.6,6.6,6.8,6.1,6.2,6.2,6.3,6.3,6.6,6.8,5.7,4.5,3.1,1.9,1.7,KY,0.0024084320867426155,240.84320867426158,68.70787109200695,0.2736365676656251,0.3921819646095297,9.804549115238242,2021-11-24,5346850,4505836,118664.99357721853,KY,17720.328916701328,-0.7392727222983043,0.22987070479184102,5.746767619796025,154365.67154241743,60.51965996397775,KY,-0.8362233033750932,0.20151464547897324,5.037866136974331
AR,19.454417541741602,4.730282557085724,4.2780951879086215,4.44255841456866,6.003481382178598,AR,1420.0119275157695,419.9936053556361,0.880806419552603,0.18921130228342897,4.730282557085724,AR,8652,Arkansas,3011524,1.9,5.4,10.0,18.7,12.3,12.5,39.2,6.1,6.4,6.7,6.8,6.6,6.6,6.2,6.3,6.2,6.1,5.9,6.4,6.4,5.4,4.6,3.3,2.1,1.9,AR,0.002872963987668702,287.2963987668702,68.70787109200695,0.9497336341924425,0.17112380751634487,4.2780951879086215,2021-11-24,3474961,3011524,115388.78654129936,AR,17720.328916701328,-0.9241568207436419,0.17770233658274642,4.44255841456866,128232.68219014691,90.30394724534655,AR,-0.7058546848303155,0.24013925528714392,6.003481382178598
LA,18.918792394956746,6.007555554773818,2.0727043212197427,2.967425781319773,7.871106737643411,LA,1346.313257647404,419.9936053556361,0.7053307243787207,0.2403022221909527,6.007555554773818,LA,14777,Louisiana,4657757,1.6,4.7,9.6,18.8,11.9,13.8,39.4,6.3,6.4,6.8,6.5,6.4,7.0,6.8,7.0,6.0,5.9,5.8,6.4,6.6,5.3,4.3,2.9,1.8,1.6,LA,0.003172557091320994,317.2557091320994,68.70787109200695,1.3857726190870638,0.08290817284878971,2.0727043212197427,2021-11-24,5162105,4657757,110828.13036403574,LA,17720.328916701328,-1.1815254169306586,0.11869703125279091,2.967425781319773,190380.13361366856,141.40849652356957,LA,-0.4821652801513911,0.31484426950573646,7.871106737643411
GA,16.82656331815299,2.8290799864386194,4.647642309952153,3.8696076160879405,5.480233405674276,GA,1558.2191333234005,419.9936053556361,1.2098762054856576,0.11316319945754477,2.8290799864386194,GA,30358,Georgia,10711908,1.4,4.2,8.8,18.8,13.1,13.4,40.3,6.0,6.4,7.1,7.0,6.7,7.1,6.7,6.7,6.5,6.6,6.5,6.5,5.8,4.9,3.9,2.6,1.6,1.4,GA,0.0028340422639925584,283.40422639925583,68.70787109200695,0.8930855048623642,0.18590569239808613,4.647642309952153,2021-11-24,12185763,10711908,113759.03340469317,GA,17720.328916701328,-1.0161276382305653,0.1547843046435176,3.8696076160879405,116145.62036940572,74.53741125722674,GA,-0.7748662914062926,0.21920933622697103,5.480233405674276
OK,16.692350455761314,0.3971082346553732,4.642658367453201,7.1721493555821585,4.480434498070582,OK,1951.9350762611973,419.9936053556361,2.147309389984769,0.015884329386214927,0.3971082346553732,OK,11223,Oklahoma,3959353,1.9,4.9,9.3,18.0,11.8,13.4,40.6,6.3,6.6,7.1,6.9,6.8,6.9,6.7,6.7,6.0,5.8,5.6,6.3,6.1,5.1,4.2,2.9,2.0,1.9,OK,0.0028345540294083403,283.45540294083406,68.70787109200695,0.893830347349329,0.18570633469812803,4.642658367453201,2021-11-24,4822388,3959353,121797.37447002073,OK,17720.328916701328,-0.5625050726950315,0.2868859742232863,7.1721493555821585,81505.84198984026,41.756430826561775,OK,-0.9183517168897651,0.17921737992282327,4.480434498070582
MS,15.601668580823516,7.768977124924151,0.8748677599236011,2.104391908594078,4.853431787381686,MS,1257.4296444205359,419.9936053556361,0.493699851685779,0.31075908499696603,7.768977124924151,MS,10262,Mississippi,2961279,1.8,4.8,9.7,18.9,12.5,12.4,39.8,6.0,6.4,7.1,7.2,6.7,6.4,6.0,6.4,6.3,6.2,6.0,6.5,6.4,5.4,4.3,3.0,1.8,1.8,MS,0.003465394513654404,346.5394513654404,68.70787109200695,1.8119791332450568,0.034994710396944045,0.8748677599236011,2021-11-24,3179082,2961279,107355.0313901527,MS,17720.328916701328,-1.3775205923142069,0.0841756763437631,2.104391908594078,68478.55267943344,54.459152433129226,MS,-0.8627507131805708,0.19413727149526744,4.853431787381686
AL,11.653777288489636,2.759961886878898,1.8815610328822858,1.3553937631256738,5.656860605602778,AL,1564.3239557357383,419.9936053556361,1.2244117182517829,0.11039847547515591,2.759961886878898,AL,16119,Alabama,5024279,1.7,5.4,10.3,19.6,12.3,12.7,38.1,5.8,6.0,6.5,6.7,6.5,6.6,6.4,6.3,6.1,6.2,6.2,6.6,6.8,5.6,4.7,3.2,2.2,1.7,AL,0.0032082215179531233,320.8221517953123,68.70787109200695,1.4376799567258196,0.07526244131529143,1.8815610328822858,2021-11-24,5191035,5024279,103319.00358240456,AL,17720.328916701328,-1.6052831709164697,0.05421575052502695,1.3553937631256738,125068.55212459339,79.9505445569749,AL,-0.7511724993198744,0.2262744242241111,5.656860605602778
